k,coordinates,cluster_id,mse,center,radius
1,"[0.92, 12.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",3.2238972748356622
1,"[1.6, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.7783289555048372
1,"[2.9, 17.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",2.4339005553232074
1,"[1.9, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5939609080246256
1,"[1.9, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5939609080246256
1,"[2.4, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6799000441721997
1,"[2.4, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6799000441721997
1,"[1.4, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.8381142701326696
1,"[2.1, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5801546036902632
1,"[2.4, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6799000441721997
1,"[1.86, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6046747881937232
1,"[2.5, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.737671317068885
1,"[2.4, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6799000441721997
1,"[1.5, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.8057017948781413
1,"[1.64, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.098521319626161
1,"[2.2, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.598727205114141
1,"[1.2, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.9169961570498226
1,"[2.71, 17.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",2.373472477084394
1,"[1.91, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5916747843685045
1,"[2.31, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.05780193458438
1,"[1.85, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.607735229586903
1,"[1.49, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.808720399019722
1,"[1.4, 11.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",3.482316863344292
1,"[2.04, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5770982784643668
1,"[1.42, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.1964030697718377
1,"[2.1, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5801546036902632
1,"[1.9, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.0325094841071638
1,"[1.58, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.783388598593915
1,"[1.95, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5841549548209191
1,"[1.4, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.8381142701326696
1,"[4.2, 17.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",3.1382328847127985
1,"[2.2, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.598727205114141
1,"[1.17, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.34318392279595
1,"[1.4, 13.9]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.2927419375591487
1,"[2.62, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.8178220187663602
1,"[1.26, 11.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",3.5107659953330597
1,"[1.6, 14.0]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.1137284807747752
1,"[2.09, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5792148772147759
1,"[1.9, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5939609080246256
1,"[2.0, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5785191977991933
1,"[1.34, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.8598728797659494
1,"[2.0, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.5785191977991933
1,"[1.21, 13.3]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",1.9126326767939175
1,"[2.72, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.8914750452704042
1,"[2.37, 15.6]",0,1.2446267014379133,"[2.0405254901960785, 15.022901960784314]",0.6645265980208196
