PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,id
-0.933799281255591,-3.4095127905363842,-0.31616078283538734,-1.1997762519549213,-1.272372516081106,0.18831931365678,0.19067672572329641,0.1453338158508618,0.28681668298515084,0
-1.0999933727172009,-1.37310558214903,-0.45676797560762744,-0.4538152962396844,-0.8411147488331605,-0.15294575186796627,-0.06948959898621658,0.2849559124891863,-0.03963617087991221,1
2.9714283258953653,1.7505628177527182,-1.2051927582395892,0.20208214398577676,-0.29887940724178425,0.2113532888027807,0.18364004537261522,-0.47123521296888404,0.016152834756538958,2
-1.926250446394478,0.9726854944101615,-0.021195797577344428,-0.15669773995846406,0.001975023154663873,-0.16660059858984078,0.032750904984066326,-0.3339095970341361,0.005854974605272466,3
-0.8548071971472678,1.0322052130559434,0.06469601529858769,1.0655317715179207,0.008489318002579066,-0.1215735962046039,-0.05956479231253413,-0.4219241284028514,0.011715907254017641,4
0.2708958218170677,0.2997570282506378,-0.10724857730633817,0.17572704945182022,0.44211441408016966,-0.8058081999753833,-0.025448387281029924,0.13137083480665132,-0.0056042588998670585,5
-1.54736864577971,1.7839764167047454,1.2211661471460291,0.12567133580252887,0.2224486360899274,0.4284894307632814,0.09867554946484423,0.3163358035371753,0.011897278559469813,6
-1.0920845985703715,-1.4561789255966766,-0.420376590004718,-0.1429938626418413,-0.5765851575121594,0.014049633900796277,-0.18692529852210746,0.09929434115639418,-0.03751983225748178,7
-1.725871929493713,0.9268730802281007,-0.826927522208657,-0.011289786875218331,0.3015403073243921,-0.7358898089935031,-0.07605773749820328,-0.15579250656306906,0.006511761201610918,8
2.609266086242758,1.5067381465384955,-2.55853083416778,-0.432875963250767,-0.02490641695382393,2.8189935868826135,-0.6181567978507432,-0.1463000257534191,0.0026170974326022007,9
-0.6834545438672772,-0.10713548440674388,-0.17390028770754953,-0.63645009324614,0.15131262616117164,-0.5478255102585797,-0.6117716220420936,-0.40683379062788166,-0.0093626561167215,10
0.2905926093685702,0.5331684993769161,-0.03643308741288996,0.40043213191096794,0.9515908597668621,-0.6865865829840146,-0.43264068677894685,0.32074614838867305,-0.0009732099857994487,11
1.1702052516318082,0.9415251034908746,-1.3069831734577353,-0.08886019363852307,0.8557952369877128,1.0648823177767797,0.12329213230342957,0.08423859600576256,-0.0010932217664623984,12
-1.4197973964263229,-0.3943371896526738,-0.7298810077245049,1.3393573270677805,-0.6078900822377289,0.10744198598108168,0.07992592446851447,0.14258368260912851,-0.017015420437404546,13
-0.4217313303095772,-0.824650659713549,-0.23591595742192087,0.6209851747594755,0.33110377863406437,-0.050905521435101075,-0.2985489442602,0.09792851240799139,-0.02244135640731627,14
-2.363459434940913,0.9443622225232269,-0.18093165483293808,-1.475882742317071,-1.0744808055173911,-0.5786664439099111,0.2763560366848126,-0.10893131396639433,-0.003584856687078691,15
-0.46853168825610747,-1.6021973534570018,-0.36073216082538123,0.8865863838445002,-0.26468425521180694,0.11453606213172096,0.31454649101721494,-0.15398128118186444,-0.03461557254405497,16
-0.18548208746770214,1.4638445189851264,0.606881981524248,-0.7769386161792768,1.33738713730926,-0.814080819334536,-0.17025900815952602,-0.12467488070354507,0.014251964033389335,17
2.1930795947398773,0.23476621262622285,-1.6747638468576098,0.5870325202313965,-0.6934198593331732,0.8150786820035942,0.12425732564750347,-0.7743299004440898,-0.005220935941987697,18
-1.2255446879066052,0.6714524076506642,-0.08869560691752913,1.029785503985586,0.04959988761733659,-0.032381665999801246,0.6730610958794098,0.8078291784212451,-0.007412160766219479,19
-1.1678144323319133,0.3483908825974089,1.5306832520600273,-0.9502279781367712,0.2476925329757015,0.5134480286013242,0.06392206901894384,-0.24198833499908937,-0.009141957579097684,20
-1.1889104307600524,-1.2991831620928098,0.11092066384033898,-0.47299021560038956,-0.9612754889351921,0.2484131882431425,-0.018872947781758295,0.200923266032177,-0.03926689499183557,21
-2.8979845299802838,-1.4011235711557422,-1.479443241578464,-0.23507463554424748,-1.8403802874034152,0.06946929519125478,-0.4265352518463002,0.7871838676782587,-0.0456082039626549,22
-2.09712979750609,1.2493987771067074,1.0645855624201406,-0.7765147620989705,-0.8029012087660545,0.3222784533425438,0.436090303601807,-0.18181534309851477,0.0020905543894944863,23
-2.8952854362367137,-0.3289516536142203,-1.2570248597923952,-0.3568228834407477,-0.10422662136863871,-0.28148619087132626,-0.05203879157632036,-0.12524779195733382,-0.016311087598907686,24
-1.721964809375898,1.1824053109432853,0.01770505102058038,0.04935047841823408,0.2423499944965612,-0.19979360637346993,-0.010367767298273016,-0.09585809088881267,0.008330790808338779,25
-0.3929358451871047,-0.7001657633550055,-0.27245828925667215,0.2997046696913578,0.05769089961694347,-0.2505783798219415,-0.1582276075303233,0.3454497128683002,-0.024545945253510896,26
-1.5032971335409635,-0.1932747663540866,-0.6750795897005899,1.4108322399844884,-0.1941629125738087,0.21796364307683036,-0.3561587166814059,0.30712045124057014,-0.01331572410695817,27
0.20152546113605743,-0.0820666898731978,-0.12109919999490336,0.4035215176786368,0.3592971838176331,-0.6359926215494934,0.1363940713884526,-0.3807984379988425,-0.0068905056142664085,28
-0.7325691216295059,-1.2804710025699706,-0.3104378054081019,0.6622110339647582,0.15085315843087618,0.19968492254987003,-0.36099262694310585,0.1682251035272262,-0.03087146642359669,29
3.2921323306305217,2.6407804002938438,-1.5022185018561327,-0.5388829193780655,-0.4003209627145357,-0.5956526781545208,0.09923685351053564,0.9169941531908762,0.016122763256789553,30
-2.0926240368494753,1.1007355753876198,-0.08722328004570233,-0.8257394190056093,-0.4474088172344886,-0.41345761771338546,0.08472023480242082,-0.04475356558514416,0.0021227968286968123,31
0.7591338735735284,-2.216877710401198,0.7449245496582597,0.21187845504013217,0.4786986844707565,0.300332525011199,0.30899779628458107,-0.38468602060681284,-0.04453232256295183,32
-0.7082907146135867,-1.434495172594778,-0.4384881119384009,-0.2253278328384751,-1.0387825923338987,-0.32857662549917466,0.5421688808471617,-0.3029223700068983,-0.03591145214910211,33
0.3239375870773569,1.056937695295076,1.6636951810556466,0.2824625355364298,0.5064748832655733,0.263339023626769,-0.0689605285855791,0.5267842339918949,7.83563002102361e-05,34
-3.1306013338190386,-1.3536350400224888,-1.488831309477233,0.2400278801449655,-0.6565889652242322,0.28148680124438175,-0.30090605129053477,0.7905300992999127,-0.04090158671642783,35
-0.535583113201613,-0.8213357127204876,-0.2293116149163015,0.5631272914377423,0.4018958331907948,0.003550758360801654,-0.45856537631964156,0.07762103031891622,-0.021929107162795215,36
-0.034830327269724876,0.2116333124115278,0.4186098114308531,0.03322309932664475,0.26252591246103285,-0.3294724916065914,-0.08403023754238118,-0.16339926651914047,-0.006193642069956247,37
-2.0125439085156582,1.2939365710474569,1.143283516895681,-0.26567877263513506,-0.24681237710912327,0.5476675411583486,0.15417116133474612,-0.2639367782282154,0.006899473351220471,38
0.34631136203212576,0.06297756202171283,-0.06148535506455692,0.7498571359971867,0.7631933387069321,-0.5464429695298066,-0.03774405517742291,-0.27943028998382924,-0.0031750692570152975,39
1.4793248564722752,-3.354159194037034,0.6354746387588466,-0.4909918711484639,1.6136596841861377,0.1658642551522318,-0.5581205918754449,0.29936905795711716,-0.06703672874733226,40
-0.06289390836385499,0.054503156941564095,-0.09975948461923566,0.18083220252367257,0.56599746089698,-0.5553922119942372,-0.3223128455557372,-0.2601617765115811,-0.005164181799302893,41
3.36220193568466,-4.587816871410495,2.562552706125756,-1.6617344133001561,-0.8429206522503778,0.5821105927609541,0.22637694229060182,-0.10990520645592125,-0.09780602851013538,42
4.759512905853777,-2.0292276308632897,-0.2654978015607853,-2.652332964946481,1.571186758746231,0.5123015208385274,-1.3695207839626373,0.5403430128505641,-0.058272081754035185,43
-0.07913871391015695,0.8208856625365706,1.6144760846202135,-0.12761135688502598,0.23085125196045644,0.33240455631073385,-0.191274550394384,0.251053532228757,-0.00288524467228621,44
-0.3576539988521709,0.030222152988970647,-0.0841913351931609,0.05356045492503883,0.7384932437089915,-0.40270772183355585,-0.7143884515160231,-0.3555282287105844,-0.003974824473425948,45
2.0215563655653326,-4.982523000561506,0.5787918044381611,-2.5375857725637982,0.741580780513895,-0.4401793247591323,0.003150990449349731,0.0483644233393218,-0.10055619182252586,46
2.3304352824475285,0.8905353500924706,-1.3316953636633568,0.4921744014630741,-0.36513275337208856,0.8479249709449392,-0.20109154642202032,-0.05048846495325041,-0.0007586182301210563,47
1.8879517280985523,1.4795720791099394,1.676830139535913,0.492734198538887,-0.4325328058018889,-0.8098800842194614,2.0749462419249807,-0.18464991096063987,0.008630566776370472,48
1.0691949213318284,-2.2914693839032596,0.6936881823279781,0.5450218737820687,0.34003430667794804,0.25309108183912465,0.664902623161298,0.23708563509340194,-0.051596377889045524,49
-1.7282876609767763,0.20508252500958765,-0.08193175678289587,1.1039327131335228,0.20436731372641226,0.3793069254211652,0.2914553304202708,0.09184420054604511,-0.007153151713836626,50
3.3435768180912455,-2.091428641540752,1.2018425668937909,0.09974166237890777,0.02317494176435899,-0.513322769956832,0.0816477855763408,-0.5103184970772292,0.41158919021443885,51
-0.5258672563154767,1.9804939173119154,1.4383908344620233,1.9797233299707433,1.1943843170494992,0.8730219327072389,-0.7089825008373131,0.15829098709877412,0.026037996953354386,52
-2.257954131002054,0.6444415819702626,-0.9117058729553797,-0.7025948235949291,-0.20695026254136736,-0.7285620074780704,-0.16128956369420905,-0.4406106753554785,0.001422933093087748,53
-0.6142285509943118,-0.024520160185469857,-0.25539083301588317,-1.1593279859072785,-0.457222654962919,-0.8936404578419036,-0.20260883627955378,-0.12588217010747046,-0.014315488585361396,54
1.0267411764176073,0.6805283832789908,0.6724613208753258,1.7236893655493808,1.2899834652733284,0.016532127454419676,-1.009698892369709,0.034330817556921425,0.008890488778956011,55
1.670332752761081,1.489964444397322,-1.3097770723728015,-0.22052646388973826,0.7295586681516691,0.6252579220020856,0.4458237143061335,0.9065190843812476,-0.0009990349142213815,56
